Award ID,Award Title,Award Status,Activation/Begin Date,Proposal ID,PI Name,Responsible Dept ID,Responsible Dept Name,Funding Source,CFDA Num,Sponsor,Flow-Thru Sponsor,Project Number,Funding Dept ID,Fund Code,Distribution Dept Name,Dept %,Awarded Direct,Awarded Indirect,Awarded Total,Co-PI Name List,Distribution College,Distribution Dept ID,End Date
0000070734,Preventing Street Racing Through Legal Alternatives,Active,2021-10-14,FP00001182,"Allen,Carrie Anona",026000,Public Safety,Federal,20.600,Florida Department of Transportation,U. S. Department of Transporta,100994,026000,523,Public Safety,100,96364,9636,106000,,VP Finance & Administration,026000,2022-09-30 00:00:00
0000070735,Determination of movement patterns and reproductive status of adult smalltooth sawfish and scalloped hammerhead sharks,Active,2021-10-26,FP00001499,"Grubbs II,Ralph Dean",224000,FSU Coastal & Marine Lab,Federal,11.432,Mississippi State University,National Oceanic and Atmospher,100997,224000,524,FSU Coastal & Marine Lab,100,105411,23574,128985,,VP Research,224000,2023-09-30 00:00:00
0000070736,Sepsis-Induced Myopathy: Development of a Myotube Avatar Assay for Precision Medicine,Active,2021-10-18,FP00001318,"Laitano Lionello Neto,Orlando",135000,Nutrition & Integrative Phys,Federal,93.350,University of Florida,National Institutes of Health,101001,135000,523,Nutrition & Integrative Phys,100,44582,0,44582,,College of Hlth & Human Sci,135000,2022-06-30 00:00:00
0000070737,Mechanistic Studies on the Impact of Sleep Deprivation on Gene Regulation,Active,2021-10-11,FP00000646,"Lyons,Lisa C",074012,Biology Sponsored Projects,Federal,93.866,University of Iowa,National Institutes of Health,101002,074012,524,Biology Sponsored Projects,100,57615,25170,82785,,College of Arts & Sciences,074012,2024-04-30 00:00:00
0000070739,Nonprofit Services Grant Program,Active,2021-10-12,FP00001984,"Labissiere,Sheila",302000,PCC Sponsored Programs,Federal,21.027,City of Tallahassee,U.S. Department of the Treasury,-,302000,524,PCC Sponsored Programs,100,13479,0,13479,,Panama City Campus,302000,2023-09-30 00:00:00
0000070739,Nonprofit Services Grant Program,Active,2021-10-12,FP00001984,"Labissiere,Sheila",302000,PCC Sponsored Programs,Federal,21.027,City of Tallahassee,U.S. Department of the Treasury,101004,099000,524,CARE (UGS),100,5774,0,5773,,Provost & VP Academic Affairs,099000,2023-09-30 00:00:00
0000070739,Nonprofit Services Grant Program,Active,2021-10-12,FP00001984,"Labissiere,Sheila",302000,PCC Sponsored Programs,Federal,21.027,City of Tallahassee,U.S. Department of the Treasury,101009,099000,524,CARE (UGS),100,747,0,746,,Provost & VP Academic Affairs,099000,2023-09-30 00:00:00
0000070740,Feasibility and Acceptability of an MI-CBT Ketogenic Adherence Program for Pain in Older Adults with Mild Cognitive Impairment,Active,2021-10-13,FP00001225,"Sheffler,Julia",208006,Translational Behavioral Resea,Federal,93.866,University of Florida,National Institutes of Health,101006,208000,523,Behavioral Sci and Social Med,100,14143,0,14143,,College of Medicine,208000,2022-12-31 00:00:00
0000070742,Preschool Language and Vocabulary Training_PDGR FY 2020-21 & 2021-22,Active,2021-10-29,FP00001454,"Phillips,Beth M",286009,FCRR Sponsored Projects,Federal,93.434,Florida Dept of Ed - FEM,U. S. Admin for Children and Families,101007,286009,523,FCRR Sponsored Projects,100,329048,16193,345241,,VP Research,286009,2022-06-30 00:00:00
0000070743,Conducting NatureServe Conservation Status Assessments of Florida's Species of Greatest Conservation Need,Active,2021-11-23,FP00001745,"Hipes,Daniel L",148000,FL Natural Areas Inventory,Federal,15.634,Florida Fish and Wildlife Cons,U. S. Fish and Wildlife Service,101010,148000,523,FL Natural Areas Inventory,100,39130,5870,45000,"Price, Franklin",Provost & VP Academic Affairs,148000,2022-06-30 00:00:00
0000070744,Child Welfare SUDs Systems Support and Training,Active,2021-10-19,FP00002326,"Piekalkiewicz,Ellen",142000,Dean Coll of Social Work,State,-,Florida Institute for Child Welfare,-,101011,142001,530,Social Work Department,100,0,0,-1,,College of Social Work,142001,2024-06-30 00:00:00
0000070744,Child Welfare SUDs Systems Support and Training,Active,2021-10-19,FP00004721,"Piekalkiewicz,Ellen",142000,Dean Coll of Social Work,State,-,Florida Institute for Child Welfare,-,101011,142031,530,Social Work CFC Center,100,1385000,110506,1495506,,College of Social Work,142031,2024-06-30 00:00:00
0000070746,"American Rescue Plan Act (ARPA) -- Behavioral Support Training for Early Childhood Educators ",Active,2021-10-19,FP00001958,"Piekalkiewicz,Ellen",142000,Dean Coll of Social Work,Federal,21.019,City of Tallahassee,U.S. Department of the Treasury,101013,142031,524,Social Work CFC Center,100,18182,1818,20000,,College of Social Work,142031,2023-09-30 00:00:00
0000070747,Determining Rates of Post-Release Mortality of Bonnetheads in the Southeastern United States,Active,2021-10-27,FP00002378,"Grubbs II,Ralph Dean",224000,FSU Coastal & Marine Lab,Federal,11.417,South Carolina Dept. of Natura,National Oceanic and Atmospher,101014,224000,524,FSU Coastal & Marine Lab,100,7913,2057,9970,,VP Research,224000,2023-09-30 00:00:00
0000070747,Determining Rates of Post-Release Mortality of Bonnetheads in the Southeastern United States,Active,2021-10-27,FP00002378,"Grubbs II,Ralph Dean",224000,FSU Coastal & Marine Lab,Federal,11.417,South Carolina Dept. of Natura,National Oceanic and Atmospher,101014,224011,110,FSUCML Scholar Scientist,100,4048,0,4048,,VP Research,224011,2023-09-30 00:00:00
0000070748,FSU Graduate Interns,Active,2021-10-19,FP00001646,"Yang,Yanyun",124000,COE Office of Research,State,-,Florida Dept of Ed - SDE,-,101015,124000,530,COE Office of Research,50,120057.5,9604.5,129662,"Paek, Insu",College of Education,124000,2023-08-15 00:00:00
0000070748,FSU Graduate Interns,Active,2021-10-19,FP00001646,"Yang,Yanyun",124000,COE Office of Research,State,-,Florida Dept of Ed - SDE,-,101015,124000,530,Edu Psychology & Learning Sys,50,120057.5,9604.5,129662,"Paek, Insu",College of Education,126000,2023-08-15 00:00:00
0000070750,"ES GCCESU Establishing Baseline Population and Distribution Metrics and Habit Conditions of Federally Endangered Plants for Long-Term Monitoring at the Lathrop Bayou Tract, Florida",Active,2021-10-19,FP00001817,"Price,Franklin D",148000,FL Natural Areas Inventory,Federal,15.246,Bureau of Land Management,-,101020,148000,520,FL Natural Areas Inventory,100,43161,6866,50027,,Provost & VP Academic Affairs,148000,2024-09-30 00:00:00
0000070751,Investigating Possible Functional Stability and Completion of Post-Closure Care for Florida Slurry Wall Landfills,Active,2021-10-22,FP00001379,"Abichou,Tarek",215000,Civil & Environmental Engineer,State,-,University of Florida,-,101021,215000,530,Civil & Environmental Engineer,50,21026,0,21026,"Bolyard, Stephanie",College of Engineering,215000,2022-09-30 00:00:00
0000070751,Investigating Possible Functional Stability and Completion of Post-Closure Care for Florida Slurry Wall Landfills,Active,2021-10-22,FP00001379,"Abichou,Tarek",215000,Civil & Environmental Engineer,State,-,University of Florida,-,101021,215000,530,RIDER Center,50,21026,0,21026,"Bolyard, Stephanie",College of Engineering,215100,2022-09-30 00:00:00
0000070752,2022 NWFWMD Mitigation Bank Vegetation Monitoring,Active,2021-10-19,FP00002034,"Hipes,Daniel L",148000,FL Natural Areas Inventory,State,-,Northwest Florida Water Manage,-,101022,148000,530,FL Natural Areas Inventory,100,39315,9829,49144,,Provost & VP Academic Affairs,148000,2022-01-15 00:00:00
0000070753,Climate Variability in Ocean Surface Turbulent Fluxes,Active,2021-10-21,FP00001509,"Bourassa,Mark A",059000,Ctr Ocean Atmos Prediction Stu,Federal,11.432,Mississippi State University,National Oceanic and Atmospher,101023,059000,524,Ctr Ocean Atmos Prediction Stu,70,69026.3,30518.6,99544.9,,College of Arts & Sciences,059000,2023-09-30 00:00:00
0000070753,Climate Variability in Ocean Surface Turbulent Fluxes,Active,2021-10-21,FP00001509,"Bourassa,Mark A",059000,Ctr Ocean Atmos Prediction Stu,Federal,11.432,Mississippi State University,National Oceanic and Atmospher,101023,059000,524,"Earth, Ocean & Atmospheric Sci",30,29582.7,13079.4,42662.1,,College of Arts & Sciences,069000,2023-09-30 00:00:00
0000070754,AURA-ALZ: Connecting Audio and Radio Sensing Systems to Improve Care at Home for Persons with Early Alzheimer's Disease Or Related Dementias And Their Caregivers,Active,2021-10-22,FP00002140,"Wang,Jing",140002,Nursing Department,Federal,93.879,Univ of North Carolina Chapel Hill,National Library of Medicine,101024,140002,524,Nursing Department,100,100149,54080,154229,,College of Nursing,140002,2024-07-31 00:00:00
0000070755,Interventions to Improve Alcohol-related Comorbidities Along the Gut-brain Axis in persons with HIV Infection,Active,2021-10-26,FP00000772,"Ennis Spence,Nicole",208006,Translational Behavioral Resea,Federal,93.273,University of Florida,National Institutes of Health,-,208000,523,Behavioral Sci and Social Med,100,80637,43545,124182,,College of Medicine,208000,2023-11-30 00:00:00
0000070755,Interventions to Improve Alcohol-related Comorbidities Along the Gut-brain Axis in persons with HIV Infection,Active,2021-10-26,FP00000772,"Ennis Spence,Nicole",208006,Translational Behavioral Resea,Federal,93.273,University of Florida,National Institutes of Health,101025,208000,523,Behavioral Sci and Social Med,100,53879,29094,82973,,College of Medicine,208000,2023-11-30 00:00:00
0000070756,Research Vessel (SAMOS) Data Assembly Center,Active,2021-10-26,FP00002982,"Smith,Shawn R",059000,Ctr Ocean Atmos Prediction Stu,Federal,11.432,Mississippi State University,National Oceanic and Atmospher,101027,059000,524,Ctr Ocean Atmos Prediction Stu,85,360197.7,194506.35,554704.05,,College of Arts & Sciences,059000,2024-09-30 00:00:00
0000070756,Research Vessel (SAMOS) Data Assembly Center,Active,2021-10-26,FP00002982,"Smith,Shawn R",059000,Ctr Ocean Atmos Prediction Stu,Federal,11.432,Mississippi State University,National Oceanic and Atmospher,101027,059000,524,"Earth, Ocean & Atmospheric Sci",15,63564.3,34324.65,97888.95,,College of Arts & Sciences,069000,2024-09-30 00:00:00
0000070757,Per- and Polyfluoroalkyl Substances (PFAS) in Landfill Gas Emissions,Active,2021-10-26,FP00001323,"Tang,Youneng",215000,Civil & Environmental Engineer,State,-,University of Florida,-,101028,215000,530,AME Administration,50,21816,0,21816,,College of Engineering,283201,2022-09-30 00:00:00
0000070757,Per- and Polyfluoroalkyl Substances (PFAS) in Landfill Gas Emissions,Active,2021-10-26,FP00001323,"Tang,Youneng",215000,Civil & Environmental Engineer,State,-,University of Florida,-,101028,215000,530,Civil & Environmental Engineer,50,21816,0,21816,,College of Engineering,215000,2022-09-30 00:00:00
0000070758,NIH Infant and Toddler Toolbox Work Order 3,Active,2021-10-26,FP00001948,"Wetherby,Amy M",205001,Autism Institute,Federal,93.999,Northwestern University,National Institutes of Health,101029,205001,524,Autism Institute,100,32249,8249,40498,,College of Medicine,205001,2022-09-27 00:00:00
0000070759,CARE CHSP 2021-2022,Active,2021-11-15,FP00002318,"Labissiere,Sheila",302000,PCC Sponsored Programs,State,-,City of Tallahassee,-,-,302000,540,PCC Sponsored Programs,100,30000,0,30000,,Panama City Campus,302000,2022-09-30 00:00:00
0000070760,FL Humanities: Toni Morrison Sustaining Community,Active,2021-11-10,FP00002217,"Ward,Susan C",077000,English,Federal,45.129,Florida Humanities Council,National Endowment for the Hum,101032,077000,110,English,100,5000,0,5000,,College of Arts & Sciences,077000,2022-05-15 00:00:00
0000070760,FL Humanities: Toni Morrison Sustaining Community,Active,2021-11-10,FP00002217,"Ward,Susan C",077000,English,Federal,45.129,Florida Humanities Council,National Endowment for the Hum,101032,077000,524,English,100,5000,0,5000,,College of Arts & Sciences,077000,2022-05-15 00:00:00
0000070761,National Center on Improving Literacy,Active,2021-11-01,FP00002090,"Petscher,Yaacov",286009,FCRR Sponsored Projects,Federal,84.283D,Boston University,U. S. Department of Education,-,286009,524,Communication Disorders,25,73173.25,39513.25,112686.5,,College of Comm & Information,183000,2023-09-30 00:00:00
0000070761,National Center on Improving Literacy,Active,2021-11-01,FP00002090,"Petscher,Yaacov",286009,FCRR Sponsored Projects,Federal,84.283D,Boston University,U. S. Department of Education,-,286009,524,FCRR Sponsored Projects,50,146346.5,79026.5,225373,,VP Research,286009,2023-09-30 00:00:00
0000070761,National Center on Improving Literacy,Active,2021-11-01,FP00002090,"Petscher,Yaacov",286009,FCRR Sponsored Projects,Federal,84.283D,Boston University,U. S. Department of Education,-,286009,524,Social Work Department,25,73173.25,39513.25,112686.5,,College of Social Work,142001,2023-09-30 00:00:00
0000070761,National Center on Improving Literacy,Active,2021-11-01,FP00002090,"Petscher,Yaacov",286009,FCRR Sponsored Projects,Federal,84.283D,Boston University,U. S. Department of Education,101034,286009,524,Communication Disorders,25,52795.75,28509.75,81305.5,,College of Comm & Information,183000,2023-09-30 00:00:00
0000070761,National Center on Improving Literacy,Active,2021-11-01,FP00002090,"Petscher,Yaacov",286009,FCRR Sponsored Projects,Federal,84.283D,Boston University,U. S. Department of Education,101034,286009,524,FCRR Sponsored Projects,50,105591.5,57019.5,162611,,VP Research,286009,2023-09-30 00:00:00
0000070761,National Center on Improving Literacy,Active,2021-11-01,FP00002090,"Petscher,Yaacov",286009,FCRR Sponsored Projects,Federal,84.283D,Boston University,U. S. Department of Education,101034,286009,524,Social Work Department,25,52795.75,28509.75,81305.5,,College of Social Work,142001,2023-09-30 00:00:00
0000070762,Talent Search,Active,2021-11-15,FP00001267,"Labissiere,Sheila",302000,PCC Sponsored Programs,Federal,84.044,U. S. Department of Education,-,101036,302000,520,PCC Sponsored Programs,100,427014,34161,461175,"Henry, David",Panama City Campus,302000,2023-09-30 00:00:00
0000070762,Talent Search,Active,2021-11-15,FP00001267,"Labissiere,Sheila",302000,PCC Sponsored Programs,Federal,84.044,U. S. Department of Education,-,101037,302000,520,PCC Sponsored Programs,100,93576,0,93576,"Henry, David",Panama City Campus,302000,2023-09-30 00:00:00
0000070763,"Enhancements and Updates to the Florida Ecological Greenways Network (FEGN) to support prioritization and decision-making in the Florida Forever Program",Active,2021-10-27,FP00002228,"Hipes,Daniel L",148000,FL Natural Areas Inventory,State,-,Florida Dept Environ Protection,-,101038,148000,530,FL Natural Areas Inventory,100,85475,4274,89749,,Provost & VP Academic Affairs,148000,2022-06-15 00:00:00
0000070764,Human Behavior Analytics Tool (HBAT),Active,2021-11-01,FP00001052,"Joiner,Thomas E",089009,Psychology Sponsored Projects,Federal,12.999,"Aptima, Inc.",U. S. Dept. of the Air Force,101039,089009,524,Learning Systems Institute,12,19283.76,10413.24,29697,"Ganley, Colleen; Ribeiro, Jessica; Schmidt, Norman",Provost & VP Academic Affairs,186000,2023-08-21 00:00:00
0000070764,Human Behavior Analytics Tool (HBAT),Active,2021-11-01,FP00001052,"Joiner,Thomas E",089009,Psychology Sponsored Projects,Federal,12.999,"Aptima, Inc.",U. S. Dept. of the Air Force,101039,089009,524,Psychology Sponsored Projects,88,141414.24,76363.76,217778,"Ganley, Colleen; Ribeiro, Jessica; Schmidt, Norman",College of Arts & Sciences,089009,2023-08-21 00:00:00
0000070765,True North PREP Project,Active,2021-11-01,FP00001928,"Wilson,Cynthia Bruce",156000,FL Ctr for Prevention Rsch,Federal,93.092,Live the Life,U. S. Admin for Children and Families,-,156000,524,FL Ctr for Prevention Rsch,100,107937,28063,136000,,Provost & VP Academic Affairs,156000,2023-09-29 00:00:00
0000070765,True North PREP Project,Active,2021-11-01,FP00001928,"Wilson,Cynthia Bruce",156000,FL Ctr for Prevention Rsch,Federal,93.092,Live the Life,U. S. Admin for Children and Families,101040,156000,524,FL Ctr for Prevention Rsch,100,108674,27326,136000,,Provost & VP Academic Affairs,156000,2023-09-29 00:00:00
0000070766,"Automated, optimized, intelligent data collection for cryo-EM",Active,2021-11-16,FP00000664,"Stagg,Scott",073002,IMB Sponsored Projects,Federal,93.859,Scripps Research Institute,National Institute of General,101042,073002,524,Chemistry & Biochemistry,50,132757,64592,197349,,College of Arts & Sciences,075000,2023-09-30 00:00:00
0000070766,"Automated, optimized, intelligent data collection for cryo-EM",Active,2021-11-16,FP00000664,"Stagg,Scott",073002,IMB Sponsored Projects,Federal,93.859,Scripps Research Institute,National Institute of General,101042,073002,524,IMB Sponsored Projects,50,132757,64592,197349,,College of Arts & Sciences,073002,2023-09-30 00:00:00
